image_id,filename,npz_index,domain_id,modality_group,corruption_type,corruption_family,corruption_severity,is_unseen_corruption,label
train_004547,train/images.npz,4547,domain_02,ultrasound,noise,generic,2,False,class_011
train_004548,train/images.npz,4548,domain_16,3d_projection,none,generic,0,False,class_106
train_004549,train/images.npz,4549,domain_04,3d_projection,blur,generic,1,False,class_029
train_004550,train/images.npz,4550,domain_11,microscopy,none,generic,0,False,class_084
train_004551,train/images.npz,4551,domain_12,xray,noise,generic,1,False,class_090
train_004552,train/images.npz,4552,domain_15,microscopy,blur,generic,1,False,class_098
train_004553,train/images.npz,4553,domain_03,xray,none,generic,0,False,class_014
train_004554,train/images.npz,4554,domain_04,3d_projection,noise,generic,1,False,class_027
train_004555,train/images.npz,4555,domain_16,3d_projection,none,generic,0,False,class_106
train_004556,train/images.npz,4556,domain_15,microscopy,none,generic,0,False,class_102
train_004557,train/images.npz,4557,domain_08,ct,brightness,generic,1,False,class_053
train_004558,train/images.npz,4558,domain_01,microscopy,blur,generic,1,False,class_004
train_004559,train/images.npz,4559,domain_10,ct,none,generic,0,False,class_074
train_004560,train/images.npz,4560,domain_10,ct,none,generic,0,False,class_079
train_004561,train/images.npz,4561,domain_10,ct,none,generic,0,False,class_071
train_004562,train/images.npz,4562,domain_12,xray,noise,generic,1,False,class_090
train_004563,train/images.npz,4563,domain_09,3d_projection,contrast,generic,1,False,class_059
train_004564,train/images.npz,4564,domain_09,3d_projection,noise,generic,2,False,class_059
train_004565,train/images.npz,4565,domain_11,microscopy,noise,generic,1,False,class_088
train_004566,train/images.npz,4566,domain_07,ct,brightness,generic,2,False,class_044
train_004567,train/images.npz,4567,domain_08,ct,none,generic,0,False,class_052
train_004568,train/images.npz,4568,domain_10,ct,brightness,generic,1,False,class_079
train_004569,train/images.npz,4569,domain_03,xray,noise,generic,2,False,class_024
train_004570,train/images.npz,4570,domain_08,ct,brightness,generic,1,False,class_057
train_004571,train/images.npz,4571,domain_10,ct,noise,generic,2,False,class_073
train_004572,train/images.npz,4572,domain_04,3d_projection,none,generic,0,False,class_027
train_004573,train/images.npz,4573,domain_09,3d_projection,noise,generic,1,False,class_058
train_004574,train/images.npz,4574,domain_09,3d_projection,none,generic,0,False,class_058
train_004575,train/images.npz,4575,domain_14,3d_projection,brightness,generic,1,False,class_096
train_004576,train/images.npz,4576,domain_05,3d_projection,blur,generic,1,False,class_030
train_004577,train/images.npz,4577,domain_02,ultrasound,none,generic,0,False,class_010
train_004578,train/images.npz,4578,domain_07,ct,none,generic,0,False,class_046
train_004579,train/images.npz,4579,domain_08,ct,none,generic,0,False,class_048
train_004580,train/images.npz,4580,domain_01,microscopy,contrast,generic,1,False,class_004
train_004581,train/images.npz,4581,domain_00,3d_projection,none,generic,0,False,class_000
train_004582,train/images.npz,4582,domain_00,3d_projection,none,generic,0,False,class_001
train_004583,train/images.npz,4583,domain_09,3d_projection,none,generic,0,False,class_060
train_004584,train/images.npz,4584,domain_15,microscopy,none,generic,0,False,class_105
train_004585,train/images.npz,4585,domain_09,3d_projection,brightness,generic,1,False,class_066
train_004586,train/images.npz,4586,domain_13,retinal,blur,generic,2,False,class_094
train_004587,train/images.npz,4587,domain_05,3d_projection,contrast,generic,2,False,class_030
train_004588,train/images.npz,4588,domain_08,ct,none,generic,0,False,class_048
train_004589,train/images.npz,4589,domain_01,microscopy,contrast,generic,1,False,class_003
train_004590,train/images.npz,4590,domain_03,xray,blur,generic,1,False,class_018
train_004591,train/images.npz,4591,domain_15,microscopy,blur,generic,1,False,class_105
train_004592,train/images.npz,4592,domain_07,ct,noise,generic,1,False,class_041
train_004593,train/images.npz,4593,domain_15,microscopy,none,generic,0,False,class_105
train_004594,train/images.npz,4594,domain_08,ct,blur,generic,1,False,class_056
train_004595,train/images.npz,4595,domain_10,ct,none,generic,0,False,class_070
train_004596,train/images.npz,4596,domain_10,ct,contrast,generic,1,False,class_069
train_004597,train/images.npz,4597,domain_07,ct,brightness,generic,2,False,class_038
train_004598,train/images.npz,4598,domain_02,ultrasound,noise,generic,1,False,class_010
train_004599,train/images.npz,4599,domain_14,3d_projection,none,generic,0,False,class_096
train_004600,train/images.npz,4600,domain_15,microscopy,none,generic,0,False,class_105
train_004601,train/images.npz,4601,domain_07,ct,brightness,generic,1,False,class_042
train_004602,train/images.npz,4602,domain_09,3d_projection,none,generic,0,False,class_068
train_004603,train/images.npz,4603,domain_07,ct,blur,generic,1,False,class_038
train_004604,train/images.npz,4604,domain_11,microscopy,none,generic,0,False,class_086
train_004605,train/images.npz,4605,domain_08,ct,none,generic,0,False,class_047
train_004606,train/images.npz,4606,domain_07,ct,none,generic,0,False,class_037
train_004607,train/images.npz,4607,domain_16,3d_projection,noise,generic,1,False,class_107
train_004608,train/images.npz,4608,domain_03,xray,blur,generic,1,False,class_026
train_004609,train/images.npz,4609,domain_14,3d_projection,none,generic,0,False,class_097
train_004610,train/images.npz,4610,domain_03,xray,none,generic,0,False,class_016
train_004611,train/images.npz,4611,domain_03,xray,noise,generic,1,False,class_012
train_004612,train/images.npz,4612,domain_10,ct,contrast,generic,1,False,class_079
train_004613,train/images.npz,4613,domain_04,3d_projection,blur,generic,2,False,class_028
train_004614,train/images.npz,4614,domain_06,retinal,contrast,generic,1,False,class_034
train_004615,train/images.npz,4615,domain_07,ct,none,generic,0,False,class_037
train_004616,train/images.npz,4616,domain_07,ct,contrast,generic,1,False,class_036
train_004617,train/images.npz,4617,domain_11,microscopy,noise,generic,1,False,class_088
train_004618,train/images.npz,4618,domain_13,retinal,none,generic,0,False,class_093
train_004619,train/images.npz,4619,domain_03,xray,noise,generic,1,False,class_012
train_004620,train/images.npz,4620,domain_08,ct,blur,generic,1,False,class_048
train_004621,train/images.npz,4621,domain_01,microscopy,contrast,generic,2,False,class_003
train_004622,train/images.npz,4622,domain_03,xray,noise,generic,1,False,class_022
train_004623,train/images.npz,4623,domain_10,ct,brightness,generic,1,False,class_079
train_004624,train/images.npz,4624,domain_02,ultrasound,noise,generic,1,False,class_011
train_004625,train/images.npz,4625,domain_15,microscopy,none,generic,0,False,class_105
train_004626,train/images.npz,4626,domain_02,ultrasound,none,generic,0,False,class_011
train_004627,train/images.npz,4627,domain_01,microscopy,none,generic,0,False,class_005
train_004628,train/images.npz,4628,domain_08,ct,none,generic,0,False,class_054
train_004629,train/images.npz,4629,domain_01,microscopy,none,generic,0,False,class_002
train_004630,train/images.npz,4630,domain_07,ct,none,generic,0,False,class_037
train_004631,train/images.npz,4631,domain_03,xray,noise,generic,1,False,class_012
train_004632,train/images.npz,4632,domain_07,ct,none,generic,0,False,class_045
train_004633,train/images.npz,4633,domain_08,ct,none,generic,0,False,class_048
train_004634,train/images.npz,4634,domain_12,xray,brightness,generic,2,False,class_089
train_004635,train/images.npz,4635,domain_08,ct,none,generic,0,False,class_054
train_004636,train/images.npz,4636,domain_08,ct,noise,generic,1,False,class_051
train_004637,train/images.npz,4637,domain_07,ct,none,generic,0,False,class_037
train_004638,train/images.npz,4638,domain_03,xray,noise,generic,1,False,class_013
train_004639,train/images.npz,4639,domain_09,3d_projection,noise,generic,1,False,class_068
train_004640,train/images.npz,4640,domain_09,3d_projection,noise,generic,1,False,class_062
train_004641,train/images.npz,4641,domain_07,ct,blur,generic,2,False,class_042
train_004642,train/images.npz,4642,domain_07,ct,none,generic,0,False,class_038
train_004643,train/images.npz,4643,domain_15,microscopy,contrast,generic,1,False,class_103
train_004644,train/images.npz,4644,domain_08,ct,noise,generic,1,False,class_052
train_004645,train/images.npz,4645,domain_01,microscopy,none,generic,0,False,class_007
train_004646,train/images.npz,4646,domain_11,microscopy,noise,generic,1,False,class_086
train_004647,train/images.npz,4647,domain_13,retinal,none,generic,0,False,class_095
train_004648,train/images.npz,4648,domain_02,ultrasound,none,generic,0,False,class_011
train_004649,train/images.npz,4649,domain_01,microscopy,noise,generic,1,False,class_006
train_004650,train/images.npz,4650,domain_13,retinal,blur,generic,1,False,class_094
train_004651,train/images.npz,4651,domain_11,microscopy,contrast,generic,1,False,class_086
train_004652,train/images.npz,4652,domain_15,microscopy,noise,generic,1,False,class_100
train_004653,train/images.npz,4653,domain_15,microscopy,contrast,generic,1,False,class_098
train_004654,train/images.npz,4654,domain_09,3d_projection,contrast,generic,1,False,class_058
train_004655,train/images.npz,4655,domain_09,3d_projection,contrast,generic,2,False,class_059
train_004656,train/images.npz,4656,domain_07,ct,none,generic,0,False,class_044
train_004657,train/images.npz,4657,domain_10,ct,noise,generic,1,False,class_072
train_004658,train/images.npz,4658,domain_09,3d_projection,none,generic,0,False,class_065
train_004659,train/images.npz,4659,domain_03,xray,noise,generic,1,False,class_025
train_004660,train/images.npz,4660,domain_13,retinal,noise,generic,2,False,class_092
train_004661,train/images.npz,4661,domain_00,3d_projection,blur,generic,1,False,class_001
train_004662,train/images.npz,4662,domain_15,microscopy,none,generic,0,False,class_103
train_004663,train/images.npz,4663,domain_03,xray,contrast,generic,2,False,class_013
train_004664,train/images.npz,4664,domain_15,microscopy,noise,generic,1,False,class_100
train_004665,train/images.npz,4665,domain_01,microscopy,none,generic,0,False,class_005
train_004666,train/images.npz,4666,domain_12,xray,none,generic,0,False,class_089
train_004667,train/images.npz,4667,domain_03,xray,blur,generic,2,False,class_021
train_004668,train/images.npz,4668,domain_03,xray,contrast,generic,1,False,class_018
train_004669,train/images.npz,4669,domain_03,xray,noise,generic,1,False,class_023
train_004670,train/images.npz,4670,domain_10,ct,blur,generic,1,False,class_079
train_004671,train/images.npz,4671,domain_10,ct,none,generic,0,False,class_078
train_004672,train/images.npz,4672,domain_10,ct,contrast,generic,1,False,class_069
train_004673,train/images.npz,4673,domain_03,xray,blur,generic,2,False,class_015
train_004674,train/images.npz,4674,domain_01,microscopy,blur,generic,1,False,class_006
train_004675,train/images.npz,4675,domain_13,retinal,contrast,generic,2,False,class_093
train_004676,train/images.npz,4676,domain_01,microscopy,contrast,generic,1,False,class_004
train_004677,train/images.npz,4677,domain_09,3d_projection,none,generic,0,False,class_059
train_004678,train/images.npz,4678,domain_03,xray,noise,generic,1,False,class_016
train_004679,train/images.npz,4679,domain_08,ct,none,generic,0,False,class_050
train_004680,train/images.npz,4680,domain_15,microscopy,none,generic,0,False,class_103
train_004681,train/images.npz,4681,domain_11,microscopy,none,generic,0,False,class_088
train_004682,train/images.npz,4682,domain_11,microscopy,contrast,generic,1,False,class_084
train_004683,train/images.npz,4683,domain_08,ct,none,generic,0,False,class_056
train_004684,train/images.npz,4684,domain_03,xray,none,generic,0,False,class_017
train_004685,train/images.npz,4685,domain_13,retinal,contrast,generic,1,False,class_093
train_004686,train/images.npz,4686,domain_07,ct,noise,generic,2,False,class_041
train_004687,train/images.npz,4687,domain_13,retinal,noise,generic,1,False,class_094
train_004688,train/images.npz,4688,domain_09,3d_projection,blur,generic,2,False,class_068
train_004689,train/images.npz,4689,domain_01,microscopy,contrast,generic,1,False,class_008
train_004690,train/images.npz,4690,domain_11,microscopy,contrast,generic,2,False,class_084
train_004691,train/images.npz,4691,domain_08,ct,noise,generic,2,False,class_048
train_004692,train/images.npz,4692,domain_15,microscopy,noise,generic,1,False,class_104
train_004693,train/images.npz,4693,domain_09,3d_projection,contrast,generic,1,False,class_068
train_004694,train/images.npz,4694,domain_13,retinal,noise,generic,1,False,class_092
train_004695,train/images.npz,4695,domain_01,microscopy,blur,generic,1,False,class_008
train_004696,train/images.npz,4696,domain_03,xray,brightness,generic,1,False,class_015
train_004697,train/images.npz,4697,domain_02,ultrasound,blur,generic,1,False,class_010
train_004698,train/images.npz,4698,domain_15,microscopy,noise,generic,1,False,class_104
train_004699,train/images.npz,4699,domain_11,microscopy,blur,generic,1,False,class_080
train_004700,train/images.npz,4700,domain_15,microscopy,contrast,generic,1,False,class_105
train_004701,train/images.npz,4701,domain_06,retinal,none,generic,0,False,class_032
train_004702,train/images.npz,4702,domain_15,microscopy,contrast,generic,1,False,class_099
train_004703,train/images.npz,4703,domain_08,ct,noise,generic,1,False,class_054
train_004704,train/images.npz,4704,domain_09,3d_projection,none,generic,0,False,class_066
train_004705,train/images.npz,4705,domain_15,microscopy,brightness,generic,1,False,class_098
train_004706,train/images.npz,4706,domain_16,3d_projection,none,generic,0,False,class_106
train_004707,train/images.npz,4707,domain_13,retinal,none,generic,0,False,class_094
train_004708,train/images.npz,4708,domain_04,3d_projection,none,generic,0,False,class_027
train_004709,train/images.npz,4709,domain_08,ct,blur,generic,1,False,class_050
train_004710,train/images.npz,4710,domain_15,microscopy,noise,generic,1,False,class_104
train_004711,train/images.npz,4711,domain_09,3d_projection,brightness,generic,2,False,class_063
train_004712,train/images.npz,4712,domain_10,ct,blur,generic,2,False,class_072
train_004713,train/images.npz,4713,domain_01,microscopy,noise,generic,2,False,class_009
train_004714,train/images.npz,4714,domain_03,xray,contrast,generic,1,False,class_015
train_004715,train/images.npz,4715,domain_10,ct,none,generic,0,False,class_077
train_004716,train/images.npz,4716,domain_03,xray,none,generic,0,False,class_019
train_004717,train/images.npz,4717,domain_15,microscopy,brightness,generic,1,False,class_099
train_004718,train/images.npz,4718,domain_10,ct,blur,generic,1,False,class_077
train_004719,train/images.npz,4719,domain_03,xray,none,generic,0,False,class_022
train_004720,train/images.npz,4720,domain_15,microscopy,none,generic,0,False,class_104
train_004721,train/images.npz,4721,domain_10,ct,noise,generic,1,False,class_078
train_004722,train/images.npz,4722,domain_09,3d_projection,brightness,generic,1,False,class_063
train_004723,train/images.npz,4723,domain_08,ct,contrast,generic,2,False,class_053
train_004724,train/images.npz,4724,domain_00,3d_projection,none,generic,0,False,class_000
train_004725,train/images.npz,4725,domain_09,3d_projection,none,generic,0,False,class_062
train_004726,train/images.npz,4726,domain_10,ct,noise,generic,1,False,class_075
train_004727,train/images.npz,4727,domain_08,ct,brightness,generic,2,False,class_049
train_004728,train/images.npz,4728,domain_08,ct,none,generic,0,False,class_056
train_004729,train/images.npz,4729,domain_01,microscopy,contrast,generic,1,False,class_009
train_004730,train/images.npz,4730,domain_10,ct,none,generic,0,False,class_073
train_004731,train/images.npz,4731,domain_08,ct,none,generic,0,False,class_057
train_004732,train/images.npz,4732,domain_08,ct,contrast,generic,1,False,class_051
train_004733,train/images.npz,4733,domain_07,ct,none,generic,0,False,class_046
train_004734,train/images.npz,4734,domain_10,ct,noise,generic,2,False,class_069
train_004735,train/images.npz,4735,domain_08,ct,contrast,generic,1,False,class_055
train_004736,train/images.npz,4736,domain_00,3d_projection,noise,generic,1,False,class_001
train_004737,train/images.npz,4737,domain_11,microscopy,none,generic,0,False,class_081
train_004738,train/images.npz,4738,domain_04,3d_projection,contrast,generic,1,False,class_028
train_004739,train/images.npz,4739,domain_08,ct,contrast,generic,1,False,class_057
train_004740,train/images.npz,4740,domain_01,microscopy,brightness,generic,1,False,class_006
train_004741,train/images.npz,4741,domain_07,ct,brightness,generic,2,False,class_037
train_004742,train/images.npz,4742,domain_07,ct,brightness,generic,2,False,class_040
train_004743,train/images.npz,4743,domain_06,retinal,none,generic,0,False,class_035
train_004744,train/images.npz,4744,domain_03,xray,none,generic,0,False,class_024
train_004745,train/images.npz,4745,domain_10,ct,blur,generic,2,False,class_078
train_004746,train/images.npz,4746,domain_01,microscopy,noise,generic,1,False,class_005
train_004747,train/images.npz,4747,domain_15,microscopy,contrast,generic,1,False,class_102
train_004748,train/images.npz,4748,domain_16,3d_projection,none,generic,0,False,class_107
train_004749,train/images.npz,4749,domain_04,3d_projection,none,generic,0,False,class_029
train_004750,train/images.npz,4750,domain_13,retinal,blur,generic,1,False,class_093
train_004751,train/images.npz,4751,domain_10,ct,none,generic,0,False,class_076
train_004752,train/images.npz,4752,domain_15,microscopy,contrast,generic,1,False,class_105
train_004753,train/images.npz,4753,domain_01,microscopy,noise,generic,1,False,class_005
train_004754,train/images.npz,4754,domain_11,microscopy,brightness,generic,2,False,class_081
train_004755,train/images.npz,4755,domain_11,microscopy,none,generic,0,False,class_083
train_004756,train/images.npz,4756,domain_08,ct,noise,generic,1,False,class_053
train_004757,train/images.npz,4757,domain_03,xray,brightness,generic,1,False,class_026
train_004758,train/images.npz,4758,domain_11,microscopy,blur,generic,1,False,class_080
train_004759,train/images.npz,4759,domain_10,ct,noise,generic,1,False,class_079
train_004760,train/images.npz,4760,domain_11,microscopy,noise,generic,2,False,class_085
train_004761,train/images.npz,4761,domain_11,microscopy,none,generic,0,False,class_081
train_004762,train/images.npz,4762,domain_01,microscopy,none,generic,0,False,class_002
train_004763,train/images.npz,4763,domain_09,3d_projection,contrast,generic,1,False,class_058
train_004764,train/images.npz,4764,domain_03,xray,brightness,generic,1,False,class_023
train_004765,train/images.npz,4765,domain_16,3d_projection,noise,generic,2,False,class_107
train_004766,train/images.npz,4766,domain_03,xray,blur,generic,1,False,class_024
train_004767,train/images.npz,4767,domain_08,ct,brightness,generic,1,False,class_057
train_004768,train/images.npz,4768,domain_04,3d_projection,none,generic,0,False,class_029
train_004769,train/images.npz,4769,domain_03,xray,brightness,generic,1,False,class_018
train_004770,train/images.npz,4770,domain_10,ct,contrast,generic,1,False,class_073
train_004771,train/images.npz,4771,domain_09,3d_projection,none,generic,0,False,class_063
train_004772,train/images.npz,4772,domain_03,xray,noise,generic,2,False,class_013
train_004773,train/images.npz,4773,domain_07,ct,none,generic,0,False,class_045
train_004774,train/images.npz,4774,domain_10,ct,none,generic,0,False,class_070
train_004775,train/images.npz,4775,domain_03,xray,contrast,generic,2,False,class_024
train_004776,train/images.npz,4776,domain_03,xray,none,generic,0,False,class_022
train_004777,train/images.npz,4777,domain_11,microscopy,contrast,generic,1,False,class_082
train_004778,train/images.npz,4778,domain_03,xray,none,generic,0,False,class_015
train_004779,train/images.npz,4779,domain_05,3d_projection,noise,generic,1,False,class_031
train_004780,train/images.npz,4780,domain_05,3d_projection,noise,generic,2,False,class_030
train_004781,train/images.npz,4781,domain_01,microscopy,contrast,generic,1,False,class_003
train_004782,train/images.npz,4782,domain_00,3d_projection,none,generic,0,False,class_000
train_004783,train/images.npz,4783,domain_03,xray,none,generic,0,False,class_025
train_004784,train/images.npz,4784,domain_03,xray,contrast,generic,2,False,class_024
train_004785,train/images.npz,4785,domain_10,ct,contrast,generic,1,False,class_072
train_004786,train/images.npz,4786,domain_10,ct,none,generic,0,False,class_071
train_004787,train/images.npz,4787,domain_09,3d_projection,none,generic,0,False,class_059
train_004788,train/images.npz,4788,domain_09,3d_projection,blur,generic,2,False,class_066
train_004789,train/images.npz,4789,domain_07,ct,contrast,generic,1,False,class_038
train_004790,train/images.npz,4790,domain_01,microscopy,noise,generic,1,False,class_008
train_004791,train/images.npz,4791,domain_13,retinal,contrast,generic,1,False,class_095
train_004792,train/images.npz,4792,domain_11,microscopy,noise,generic,2,False,class_083
train_004793,train/images.npz,4793,domain_09,3d_projection,brightness,generic,1,False,class_062
train_004794,train/images.npz,4794,domain_13,retinal,none,generic,0,False,class_095
train_004795,train/images.npz,4795,domain_13,retinal,noise,generic,2,False,class_094
train_004796,train/images.npz,4796,domain_10,ct,noise,generic,1,False,class_075
train_004797,train/images.npz,4797,domain_03,xray,none,generic,0,False,class_012
train_004798,train/images.npz,4798,domain_10,ct,none,generic,0,False,class_076
train_004799,train/images.npz,4799,domain_00,3d_projection,brightness,generic,2,False,class_001
train_004800,train/images.npz,4800,domain_09,3d_projection,contrast,generic,1,False,class_060
train_004801,train/images.npz,4801,domain_09,3d_projection,none,generic,0,False,class_068
train_004802,train/images.npz,4802,domain_03,xray,none,generic,0,False,class_025
train_004803,train/images.npz,4803,domain_12,xray,brightness,generic,1,False,class_089
train_004804,train/images.npz,4804,domain_06,retinal,none,generic,0,False,class_035
train_004805,train/images.npz,4805,domain_15,microscopy,blur,generic,2,False,class_103
train_004806,train/images.npz,4806,domain_07,ct,none,generic,0,False,class_040
train_004807,train/images.npz,4807,domain_07,ct,none,generic,0,False,class_043
train_004808,train/images.npz,4808,domain_08,ct,none,generic,0,False,class_054
train_004809,train/images.npz,4809,domain_01,microscopy,brightness,generic,1,False,class_003
train_004810,train/images.npz,4810,domain_16,3d_projection,none,generic,0,False,class_107
train_004811,train/images.npz,4811,domain_12,xray,contrast,generic,1,False,class_090
train_004812,train/images.npz,4812,domain_01,microscopy,none,generic,0,False,class_006
train_004813,train/images.npz,4813,domain_09,3d_projection,contrast,generic,1,False,class_064
train_004814,train/images.npz,4814,domain_07,ct,blur,generic,1,False,class_037
train_004815,train/images.npz,4815,domain_14,3d_projection,contrast,generic,2,False,class_096
train_004816,train/images.npz,4816,domain_05,3d_projection,blur,generic,1,False,class_030
train_004817,train/images.npz,4817,domain_01,microscopy,none,generic,0,False,class_008
train_004818,train/images.npz,4818,domain_06,retinal,blur,generic,1,False,class_033
train_004819,train/images.npz,4819,domain_03,xray,contrast,generic,1,False,class_016
train_004820,train/images.npz,4820,domain_02,ultrasound,contrast,generic,1,False,class_011
train_004821,train/images.npz,4821,domain_03,xray,none,generic,0,False,class_024
train_004822,train/images.npz,4822,domain_15,microscopy,noise,generic,2,False,class_098
train_004823,train/images.npz,4823,domain_16,3d_projection,none,generic,0,False,class_107
train_004824,train/images.npz,4824,domain_10,ct,none,generic,0,False,class_077
train_004825,train/images.npz,4825,domain_10,ct,none,generic,0,False,class_076
train_004826,train/images.npz,4826,domain_16,3d_projection,contrast,generic,1,False,class_106
train_004827,train/images.npz,4827,domain_09,3d_projection,brightness,generic,1,False,class_065
train_004828,train/images.npz,4828,domain_10,ct,blur,generic,1,False,class_077
train_004829,train/images.npz,4829,domain_12,xray,none,generic,0,False,class_089
train_004830,train/images.npz,4830,domain_07,ct,blur,generic,1,False,class_041
train_004831,train/images.npz,4831,domain_15,microscopy,none,generic,0,False,class_101
train_004832,train/images.npz,4832,domain_13,retinal,none,generic,0,False,class_091
train_004833,train/images.npz,4833,domain_07,ct,none,generic,0,False,class_043
train_004834,train/images.npz,4834,domain_09,3d_projection,contrast,generic,1,False,class_059
train_004835,train/images.npz,4835,domain_07,ct,noise,generic,1,False,class_041
train_004836,train/images.npz,4836,domain_09,3d_projection,none,generic,0,False,class_068
train_004837,train/images.npz,4837,domain_13,retinal,contrast,generic,1,False,class_095
train_004838,train/images.npz,4838,domain_03,xray,none,generic,0,False,class_019
train_004839,train/images.npz,4839,domain_09,3d_projection,none,generic,0,False,class_068
train_004840,train/images.npz,4840,domain_10,ct,brightness,generic,1,False,class_071
train_004841,train/images.npz,4841,domain_11,microscopy,none,generic,0,False,class_085
train_004842,train/images.npz,4842,domain_13,retinal,blur,generic,1,False,class_092
train_004843,train/images.npz,4843,domain_04,3d_projection,none,generic,0,False,class_029
train_004844,train/images.npz,4844,domain_08,ct,noise,generic,1,False,class_057
train_004845,train/images.npz,4845,domain_03,xray,none,generic,0,False,class_019
train_004846,train/images.npz,4846,domain_09,3d_projection,none,generic,0,False,class_066
train_004847,train/images.npz,4847,domain_07,ct,brightness,generic,2,False,class_038
train_004848,train/images.npz,4848,domain_03,xray,none,generic,0,False,class_020
train_004849,train/images.npz,4849,domain_08,ct,brightness,generic,1,False,class_052
train_004850,train/images.npz,4850,domain_03,xray,contrast,generic,1,False,class_023
train_004851,train/images.npz,4851,domain_08,ct,none,generic,0,False,class_052
train_004852,train/images.npz,4852,domain_15,microscopy,contrast,generic,1,False,class_103
train_004853,train/images.npz,4853,domain_00,3d_projection,brightness,generic,1,False,class_000
train_004854,train/images.npz,4854,domain_01,microscopy,contrast,generic,2,False,class_009
train_004855,train/images.npz,4855,domain_09,3d_projection,noise,generic,2,False,class_067
train_004856,train/images.npz,4856,domain_03,xray,contrast,generic,1,False,class_014
train_004857,train/images.npz,4857,domain_01,microscopy,blur,generic,1,False,class_009
train_004858,train/images.npz,4858,domain_01,microscopy,contrast,generic,1,False,class_005
train_004859,train/images.npz,4859,domain_07,ct,brightness,generic,2,False,class_036
train_004860,train/images.npz,4860,domain_08,ct,contrast,generic,1,False,class_051
train_004861,train/images.npz,4861,domain_09,3d_projection,none,generic,0,False,class_058
train_004862,train/images.npz,4862,domain_07,ct,noise,generic,1,False,class_039
train_004863,train/images.npz,4863,domain_03,xray,noise,generic,1,False,class_015
train_004864,train/images.npz,4864,domain_15,microscopy,brightness,generic,1,False,class_100
train_004865,train/images.npz,4865,domain_03,xray,blur,generic,1,False,class_014
train_004866,train/images.npz,4866,domain_09,3d_projection,none,generic,0,False,class_062
train_004867,train/images.npz,4867,domain_15,microscopy,none,generic,0,False,class_099
train_004868,train/images.npz,4868,domain_04,3d_projection,none,generic,0,False,class_028
train_004869,train/images.npz,4869,domain_15,microscopy,none,generic,0,False,class_102
train_004870,train/images.npz,4870,domain_07,ct,blur,generic,1,False,class_046
train_004871,train/images.npz,4871,domain_07,ct,none,generic,0,False,class_043
train_004872,train/images.npz,4872,domain_09,3d_projection,none,generic,0,False,class_059
train_004873,train/images.npz,4873,domain_03,xray,blur,generic,2,False,class_020
train_004874,train/images.npz,4874,domain_11,microscopy,none,generic,0,False,class_084
train_004875,train/images.npz,4875,domain_10,ct,none,generic,0,False,class_075
train_004876,train/images.npz,4876,domain_02,ultrasound,brightness,generic,1,False,class_010
train_004877,train/images.npz,4877,domain_07,ct,none,generic,0,False,class_041
train_004878,train/images.npz,4878,domain_15,microscopy,none,generic,0,False,class_099
train_004879,train/images.npz,4879,domain_08,ct,contrast,generic,1,False,class_055
train_004880,train/images.npz,4880,domain_03,xray,contrast,generic,1,False,class_012
train_004881,train/images.npz,4881,domain_14,3d_projection,noise,generic,1,False,class_096
train_004882,train/images.npz,4882,domain_03,xray,none,generic,0,False,class_025
train_004883,train/images.npz,4883,domain_12,xray,blur,generic,1,False,class_090
train_004884,train/images.npz,4884,domain_15,microscopy,contrast,generic,2,False,class_099
train_004885,train/images.npz,4885,domain_11,microscopy,blur,generic,1,False,class_083
train_004886,train/images.npz,4886,domain_11,microscopy,blur,generic,1,False,class_087
train_004887,train/images.npz,4887,domain_11,microscopy,none,generic,0,False,class_082
train_004888,train/images.npz,4888,domain_00,3d_projection,brightness,generic,1,False,class_000
train_004889,train/images.npz,4889,domain_07,ct,contrast,generic,1,False,class_045
train_004890,train/images.npz,4890,domain_00,3d_projection,noise,generic,1,False,class_001
train_004891,train/images.npz,4891,domain_13,retinal,none,generic,0,False,class_092
train_004892,train/images.npz,4892,domain_15,microscopy,none,generic,0,False,class_100
train_004893,train/images.npz,4893,domain_05,3d_projection,noise,generic,2,False,class_031
train_004894,train/images.npz,4894,domain_14,3d_projection,contrast,generic,1,False,class_096
train_004895,train/images.npz,4895,domain_13,retinal,brightness,generic,2,False,class_095
train_004896,train/images.npz,4896,domain_03,xray,blur,generic,1,False,class_020
train_004897,train/images.npz,4897,domain_15,microscopy,noise,generic,1,False,class_098
train_004898,train/images.npz,4898,domain_13,retinal,none,generic,0,False,class_095
train_004899,train/images.npz,4899,domain_06,retinal,noise,generic,1,False,class_035
train_004900,train/images.npz,4900,domain_06,retinal,noise,generic,1,False,class_033
train_004901,train/images.npz,4901,domain_06,retinal,contrast,generic,2,False,class_034
train_004902,train/images.npz,4902,domain_02,ultrasound,none,generic,0,False,class_010
train_004903,train/images.npz,4903,domain_03,xray,contrast,generic,1,False,class_023
train_004904,train/images.npz,4904,domain_10,ct,none,generic,0,False,class_075
train_004905,train/images.npz,4905,domain_06,retinal,none,generic,0,False,class_035
train_004906,train/images.npz,4906,domain_07,ct,none,generic,0,False,class_046
train_004907,train/images.npz,4907,domain_15,microscopy,none,generic,0,False,class_105
train_004908,train/images.npz,4908,domain_09,3d_projection,none,generic,0,False,class_061
train_004909,train/images.npz,4909,domain_04,3d_projection,noise,generic,1,False,class_029
train_004910,train/images.npz,4910,domain_10,ct,contrast,generic,1,False,class_079
train_004911,train/images.npz,4911,domain_03,xray,none,generic,0,False,class_021
